user_id,operator_id,operator_calls,operator_missed_rate,team_missed_rate,diff,relative_diff,p_value,fail_missed,fail_waiting,operator_median_waiting,team_median_waiting,fail_outbound,operator_median_weekly_outbound,team_median_weekly_outbound,fail_count,status
168187,937788.0,,,,,,,False,False,,,False,68.0,38.0,0,Normal
168187,937808.0,30.0,0.03333333333333333,0.054285714285714284,0.02095238095238095,0.38596491228070173,0.6172670612109568,False,False,41.0,46.0,False,108.0,38.0,0,Normal
168187,937810.0,31.0,0.0,0.055793991416309016,0.055793991416309016,1.0,0.1764547157374481,False,False,24.0,48.0,False,34.0,40.0,0,Normal
168187,937812.0,30.0,0.03333333333333333,0.054285714285714284,0.02095238095238095,0.38596491228070173,0.6172670612109568,False,False,60.5,44.0,False,25.0,42.0,0,Normal
168187,937854.0,31.0,0.0,0.055793991416309016,0.055793991416309016,1.0,0.1764547157374481,False,False,43.0,45.0,False,77.0,38.0,0,Normal
168187,937856.0,,,,,,,False,False,,,False,3.0,42.0,0,Normal
168187,937860.0,36.0,0.08333333333333333,0.05187319884726225,-0.03146013448607108,-0.6064814814814814,0.41311156503817115,False,False,50.5,45.0,False,,,0,Normal
168187,937862.0,,,,,,,False,False,,,False,43.0,38.0,0,Normal
168187,937868.0,,,,,,,False,False,,,False,38.0,41.0,0,Normal
168187,937888.0,35.0,0.0,0.05611510791366906,0.05611510791366906,1.0,0.14974186886768978,False,False,37.0,46.0,False,151.0,38.0,0,Normal
168187,937902.0,30.0,0.03333333333333333,0.054285714285714284,0.02095238095238095,0.38596491228070173,0.6172670612109568,False,False,72.0,44.0,False,142.0,38.0,0,Normal
168187,937956.0,59.0,0.13559322033898305,0.046199701937406856,-0.0893935184015762,-1.9349371241115363,0.00341799098538928,True,False,14.0,49.0,False,,,1,Atenção
168187,937958.0,53.0,0.09433962264150944,0.050221565731166914,-0.044118056910342526,-0.8784683684794673,0.168997922434877,False,False,28.0,47.0,False,,,0,Normal
168187,937960.0,47.0,0.0425531914893617,0.05417276720351391,0.01161957571415221,0.2144910868315124,0.7318683607145366,False,False,40.0,46.0,False,,,0,Normal
168187,937962.0,37.0,0.08108108108108109,0.05194805194805195,-0.029133029133029134,-0.5608108108108107,0.44261114347508534,False,False,33.0,45.0,False,,,0,Normal
168187,937966.0,32.0,0.0625,0.05300859598853868,-0.00949140401146132,-0.17905405405405408,0.8153997264726505,False,False,60.0,44.0,False,115.0,38.0,0,Normal
168187,948286.0,37.0,0.13513513513513514,0.049062049062049064,-0.08607308607308609,-1.7543720190779015,0.023303146337814,True,True,84.0,44.0,False,,,2,Crítico
168228,939738.0,,,,,,,False,False,,,False,113.0,12.0,0,Normal
168252,940588.0,52.0,0.28846153846153844,0.17222222222222222,-0.11623931623931621,-0.6749379652605457,0.06405118149916261,False,False,32.5,74.0,False,,,0,Normal
168252,940616.0,31.0,0.16129032258064516,0.20398009950248755,0.04268977692184239,0.2092840283241542,0.5789659979074728,False,False,86.0,68.0,False,476.0,9.5,0,Normal
168252,940624.0,34.0,0.08823529411764706,0.21717171717171718,0.1289364230540701,0.5937072503419972,0.08150274143092463,False,False,72.0,73.0,False,,,0,Normal
168252,940630.0,49.0,0.22448979591836735,0.1912568306010929,-0.03323296531727446,-0.17376093294460648,0.604315509113007,False,False,63.0,73.0,False,,,0,Normal
168252,940634.0,30.0,0.2,0.19801980198019803,-0.001980198019801982,-0.010000000000000009,0.9797489771392144,False,False,48.0,76.0,False,,,0,Normal
168252,940658.0,36.0,0.16666666666666666,0.20408163265306123,0.03741496598639457,0.1833333333333334,0.6047881323416485,False,False,98.5,67.0,False,,,0,Normal
